domain,family,label
lbrrrsensinaix.com,banjori,dga
ocegewaumcuquyyw.org,ramdo,dga
nnewhwrnra.us,mydoom,dga
j3df872db55a3bf2ec78fc54ff85680903.ws,dyre,dga
mzaxmjiwmtia.org,sisron,dga
i8gche-t.eu,charbot,dga
attaane,deception,dga
winterconsultdistricttowel.com,matsnu,dga
umwbdcbulhzfvu.com,dircrypt,dga
rrqeemaseh.org,mydoom,dga
pfavoaogdsnqsplu.eu,emotet,dga
31b4bd31fg1x2.tickets,monerominer,dga
institutarobertmartino.com,gozi,dga
mjqxmjiwmtia.org,sisron,dga
lhgagenqgn.com,dnschanger,dga
krjmjrltbw.com,fobber,dga
kiygcguiwcymao.info,pykspa,dga
c3c098f01ff65171e00cb449e0ba81f9.co.cc,bamital,dga
eakkdkkpopwx.org,cryptolocker,dga
w25vo2e0101xahm6yvs.ddns.net,corebot,dga
uusodtwvrvaohfb.uk,locky,dga
erayfaaax.name,pitou,dga
sbossdtwvmmqdmuqfqdm.com,zloader,dga
1f45418e81d21.tickets,monerominer,dga
km9gtvwff2n.net,shiotob,dga
kn6c8afhcsp9rffw.cn,chinad,dga
swq4xafq44kcdlly67.com,rovnix,dga
leftmelite.org.br,manuelita,dga
4mnnutyfxje4h.com,shiotob,dga
zejlwq8otwfhqwqyac.biz,rovnix,dga
amgtulpk.name,qsnatch,dga
bmpivjuuyp.tw,necurs,dga
csco0oud.com,charbot,dga
iktbpvjyvlupusrq.eu,emotet,dga
uka82s24m8yw.net,qadars,dga
mqbkhlimrgliatbw.eu,emotet,dga
5hctglktidmtwtk0ghu.ddns.net,corebot,dga
eaekjdtoutmwtpetn.pw,ranbyus,dga
jifpldgjrwvu.com,tinba,dga
wituceij.ru,pushdo,dga
kemixan.info,simda,dga
lnpxtzffvq.com,dircrypt,dga
zoipmnwr.net,oderoor,dga
fhxkbabgmld.net,tempedreve,dga
ixooiqye.com,ramnit,dga
f25718.cf,manuelita,dga
a6875350174082da7676dca7bdf0b15f.co.cc,bamital,dga
ilcbi6qfovw8mliholyxuhc.ddns.net,corebot,dga
esj16d40nunqhwg53n20htntpvatp22k27kykr.com,murofet,dga
pimeoukksqufr.us,locky,dga
myqefcvj.dyndns.org,vidro,dga
aooalkdofdkeofbc.eu,padcrypt,dga
24-metz.ru,manuelita,dga
iplsveehrcdjlgm.com,bedep,dga
0pij8pavwtq3.org,qadars,dga
swxurddayr.com,fobber,dga
ijgtbgvnyvqtlk.pw,necurs,dga
ark67mqlud40g43h34brprkyn40h44azd40gwgt.org,murofetweekly,dga
ahudeninuwevl.ddns.net,symmi,dga
iureestcrefactum.com,gozi,dga
emrqqrsqea.ws,mydoom,dga
vfhnitwaxunrnmvturaq.mn,necurs,dga
tdxhptshdgiojilw.com,sphinx,dga
rzzwa5bobh7h46q5.ru,chinad,dga
concessasnmalletprimis.com,gozi,dga
u6anbi3m7onn8dutc2.net,rovnix,dga
dirhxjsuv.com,dircrypt,dga
xmursiouydnjpxmm.com,sphinx,dga
vvmxpqapcskmvqlje.me,ranbyus,dga
bvyorsensinaix.com,banjori,dga
saenukut.ddns.net,symmi,dga
fdobrsensinaix.com,banjori,dga
bf67c43482f83feeb91abceec5e844f61c.so,dyre,dga
emswwccseiqemsaq.org,ramdo,dga
h012e83eedf219925d9e6b3b4ee7f6788b.so,dyre,dga
ugadxypoqyuukxopp.mx,necurs,dga
zqmyueidka.com,dircrypt,dga
pshmerewps.in,mydoom,dga
t578c679504356b644fabe2d4997270767.so,dyre,dga
rtcepcuzdl.com,alureon,dga
semiwwiculs.com,vawtrak,dga
bndxbjgpidkp.com,tinba,dga
gatherrealize.net,suppobox,dga
moriturisintercelumquam.com,gozi,dga
vb833b9ef0ce23682170be5f578c535f6d.ws,dyre,dga
jtnzdznrg.com,dircrypt,dga
b1c38e3c81cc6801369d8efc8123d3cc.com,tinynuke,dga
geoqvyrelbsew54e.ru,chinad,dga
agqiejgnouitucgphbel.com,zloader,dga
fezjvkzqdgexcdazlppfpp.biz,gameover,dga
pwytolmronmg.com,tinba,dga
emcaoamikieswymy.org,ramdo,dga
wwgcgmeocwiywcii.org,ramdo,dga
ivwsp120lvqrs8d3.cn,chinad,dga
gtyhse.ie,conficker,dga
rdmoaupiu.in,locky,dga
mspsqphssh.in,mydoom,dga
filsihux.ru,pushdo,dga
niqodoks.ru,pushdo,dga
mwofjwjeyslgdaota.nl,locky,dga
ikyirsensinaix.com,banjori,dga
elohwemse.com,vawtrak,dga
mlvtmvjhuylesyfm.com,sphinx,dga
mdiwmtiwmtma.net,sisron,dga
somrvw.cc,kraken,dga
edlifegneci.com,vawtrak,dga
e5eea51dd45f3b1eba36b35af0dc4b0b.com,tinynuke,dga
esseindulgentiarumtales.com,gozi,dga
sdkrqljkmiaizeh.com,dircrypt,dga
qbxnclairxfp.cc,oderoor,dga
a947bc15af5563ed1f748a0fd256811d.co.cc,bamital,dga
13a3834368d95f4fd2085c8eac7f2843.info,bamital,dga
pgjtbfsrqcumbfxycohb.com,zloader,dga
swedenfunctions.mv,nymaim,dga
ideateachmeetsiteshineessay.com,matsnu,dga
rdmoaupiu.in,locky,dga
kwxdcocx6u.de,qsnatch,dga
aismqsuiwcymao.biz,pykspa,dga
e8a9e6aefaa6dd99d2ba91df822afb8bfd.cc,dyre,dga
55kw4od2kwyfq.com,shiotob,dga
glanvillecharisma.net,suppobox,dga
omnpetruscepropter.com,gozi,dga
jvjfahmhcdbujcqd.eu,emotet,dga
qkyokxjktmhzve.org,murofet,dga
utxexuagipix.ddns.net,symmi,dga
uf2sgf83ga3ob1hunl1hoyd2f.biz,zeus-newgoz,dga
ierbpwosoy.com,alureon,dga
hezdkzxyheuaeofeyqspbkfonqg.com,murofet,dga
e8s0kh7xihubmbihcbi03ts.ddns.net,corebot,dga
szclkpmd.org,tempedreve,dga
quudtqwimksnmmjg.eu,emotet,dga
zifyxobvwfzdrktnfpzhcuhargxs.org,gameover,dga
nbcd05496e3993d9bae37dc8bd838dfccc.cn,dyre,dga
unifiedfrozen.name,nymaim,dga
classlunchswingrepairsleep.com,matsnu,dga
1vcv5ds6snkv7fifw2qt1bi.ddns.net,corebot,dga
yd1jyhu85l5be8k.ddns.net,corebot,dga
supdthkl.com,ramnit,dga
ckthjrlhodruqibv.eu,emotet,dga
af10ac0de69b72824342def8b57b50557c.hk,dyre,dga
wwwqmismgkgmmaiq.org,ramdo,dga
m59j56i65aui35k57pvlwgqarf52h24nqh24axnr.net,murofet,dga
sxlmlxiovlxcaggr.eu,emotet,dga
cfkvptysiokuhird.eu,emotet,dga
ehewxncdvz.com,dnschanger,dga
keiwikaf.ru,pushdo,dga
ombhoijnxm.cc,kraken,dga
42f2f603dbf06493ca5a16e1b968d30c.co.cc,bamital,dga
hygywgkoxj.com,dnschanger,dga
ayrrjjylr.com,dircrypt,dga
qyhaetndyaexhngd.com,sphinx,dga
1yqggb71d3xh6h6up80e1riilwr.org,zeus-newgoz,dga
kpgrttuldobhrtaxe.net,ranbyus,dga
a947bc15af5563ed1f748a0fd256811d.info,bamital,dga
qqjpkxjzczk.dynserv.com,kraken,dga
ojofozaqmnlzdemnyjvvxoijzd.org,gameover,dga
vnrdrsensinaix.com,banjori,dga
jwb0kvvqqt4qp4iw.ru,chinad,dga
gtg33n40luk27a47p12j36kxp62pyl18gyjziuoy.com,murofetweekly,dga
qqarlotterusse.us,charbot,dga
jpwztmsgrot.net,oderoor,dga
1ow4fr91ph03ysxmpa6tek4njx.net,zeus-newgoz,dga
ed0e17b1e04a39ad5b7c7852e8e58dba.co.cc,bamital,dga
genknqfqbex.com,pykspa,dga
0u8ygywuoicm.top,qadars,dga
ykuanbv.mw,conficker,dga
sugp4bw.nl,qsnatch,dga
tyypuyjln.be,locky,dga
mxp2ldhj1.vn,qsnatch,dga
qeboheq.info,simda,dga
crdkhgidjegdxt.org,qakbot,dga
oxixwjjuccvn.space,tinba,dga
hfoqvedxjiayxpcqssu.com,ramnit,dga
duoqzls.net,qsnatch,dga
ftnsp32hucrarf32lvewh44mqoqhworetd30.info,murofetweekly,dga
jyefgih.us,locky,dga
negotiationstationdevilhang.com,matsnu,dga
hhifwsfjcspc.in,locky,dga
675fbce0f3c421eb8d03e472e95d89c5.org,bamital,dga
pgwpfihldcbj.pw,tinba,dga
79926be0f7e44c1fa1b63adba92f0cec.info,bamital,dga
fsluen.com.py,conficker,dga
ttmaipbprh.com,ramnit,dga
80c7d4f9a6799.org,monerominer,dga
cdca364b71f0c8506d60eb2939f4b806d9.to,dyre,dga
skvpzvcyz.tv,oderoor,dga
olurgatloh.com,vawtrak,dga
93zjms4vn2bsi3.net,shiotob,dga
mdiwmtiwmtma.info,sisron,dga
senaepqnrh.biz,mydoom,dga
doadipdtvsukwquyb.su,ranbyus,dga
osewern10myoya57d30brgud20f62jyeqc59k57.net,murofetweekly,dga
rfwudfiosppm.org,cryptolocker,dga
nydognyjcofxnxaf.com,ramnit,dga
mingamzl.net,charbot,dga
hynqm49csavcufvd20b18a47owfwjsayk37ct.com,murofetweekly,dga
substitutejennifer.yt,nymaim,dga
ehcaogkhj.net,tempedreve,dga
lctmufr.com,kraken,dga
wmncfyxcwc.com,alureon,dga
duugsbhvssc.net,oderoor,dga
adinebca.ddns.net,symmi,dga
qmemhsaenh.info,mydoom,dga
sqrpqshnrh.biz,mydoom,dga
chwt12kv1ry8c8c.ddns.net,corebot,dga
mallobndfmaabnac.info,padcrypt,dga
itbuentageonveu.ddns.net,symmi,dga
hirtscxzhub.net,oderoor,dga
osnkrsensinaix.com,banjori,dga
ttmmrsensinaix.com,banjori,dga
qmwqmperrs.info,mydoom,dga
g33mtbtp52azctarbqhxjvaqb28kujsiue21.org,murofetweekly,dga
sksduvxwxmxislmcj.it,locky,dga
cmfukycjtz.com,fobber,dga
awslvfujgu.ru,locky,dga
d5a5ac3f4ac58.blackfriday,monerominer,dga
xpxnymcisj.info,tempedreve,dga
simplycooking.lv,nymaim,dga
tamxcdbeuomngehpnfxkaqonp.ru,gameover,dga
gvaldzrbri.com,alureon,dga
aylpej.be,conficker,dga
ce8qsecusq4m.net,qadars,dga
tkfllcsdcphrno.info,cryptolocker,dga
xoqhujal.ru,pushdo,dga
n968fe71c966b585e6e18aeeb7dee02e3f.ws,dyre,dga
pujaxaq.info,simda,dga
uqdplypyfsnwlxwj.com,sphinx,dga
hltqjjfm.im,necurs,dga
qwmftgaijhihozjpxmfammnpx.net,gameover,dga
o23lxfa5sbhjmbkuht.ru,rovnix,dga
eltcgpyyulnviahsztm.com,dircrypt,dga
v3rsphdt65y7ifws.org,chinad,dga
amgtulp.name,qsnatch,dga
jwl28lqd20mzirlrhqi35azkresbwa67avcv.info,murofetweekly,dga
zechariahburgundy.net,suppobox,dga
lqymhvluciovwp.co.uk,cryptolocker,dga
dsfoy8vf44er5ydg3w.net,rovnix,dga
fnfoadcmflembomo.org,padcrypt,dga
apnhasrhps.com,mydoom,dga
xiiqauttesedpapa.com,gozi,dga
kuausgkqeweykeyk.org,ramdo,dga
hcsbdabicvfg.net,oderoor,dga
47ca8af41564dc3c1a624ea274aa5dbf.cz.cc,bamital,dga
bymfjmim.com,ramnit,dga
fumxaqmx.com,ramnit,dga
jpffdyeqppqr.biz,tinba,dga
qmpxbqyeqdop.pw,tinba,dga
97m9dkociowummsv.ru,chinad,dga
instruction-towel.com,matsnu,dga
wcj198kkxzamqfq0.cn,chinad,dga
cdfyfjwouue.net,qakbot,dga
cmffmemddbfedfok.info,padcrypt,dga
lin2h.cbs,manuelita,dga
wqsmarwwws.in,mydoom,dga
gunignodesafetyusa.net,manuelita,dga
zpgydfrj.co.vi,conficker,dga
pxmaainspnohtgyk.eu,emotet,dga
mdqdsexlbtgysyadycir.com,zloader,dga
fmtc.co.nz,conficker,dga
hrh34ote61dsbyaun30htetpwjwd20c49gycu.biz,murofetweekly,dga
cioceqcoouoiuwwe.org,ramdo,dga
hbeqlzo.co.nz,conficker,dga
cyshvlhdqb.com,fobber,dga
citikok.info,simda,dga
bitscoica,deception,dga
sotennaha.com,vawtrak,dga
7k8yl35n8ijix1x6xy.com,rovnix,dga
fcbbvsgclmpo.ru,tinba,dga
lhltlakjc.dyndns.org,vidro,dga
akexfgyqvw.com,kraken,dga
qoqbeopi.ru,pushdo,dga
nfcbbogeiur.dyndns.org,vidro,dga
led3dddga4xgj44.com,shiotob,dga
myjmah.com,virut,dga
licerevispecicerte.com,gozi,dga
nenlodfcdoaadkmb.de,padcrypt,dga
xbiuashsrp.com,ramnit,dga
bosch-photagnainarte.ru,manuelita,dga
wwnk9m7.men,qsnatch,dga
efotoo,deception,dga
at2txrhxv4px1sr4.net,chinad,dga
dapiopdji.co,proslikefan,dga
jmmaxnofwfscgtn4l.com,bedep,dga
teloiem,deception,dga
mwfye41jsfwpzdxoyb58o11pwpqfug53a37pr.net,murofetweekly,dga
hwseei.mooo.com,kraken,dga
aomkacdooamcelnf.info,padcrypt,dga
mboxtyr.com,vidro,dga
rnuossqkexsqqiz.info,murofet,dga
xyiedfutouqi.com,dircrypt,dga
qngvvrigrnutjctcrjoh.com,zloader,dga
x753ba99a5a7871a1a8e8f21754012d3cc.ws,dyre,dga
bbmmbblbdcdeocke.info,padcrypt,dga
wmyaesiugkeq.net,pykspa,dga
lemunwihol.com,vawtrak,dga
whiupqqfxncjmygk.eu,emotet,dga
ppnwawwqrn.in,mydoom,dga
kihufxkofayfjt.com,ramnit,dga
tunicyqokuv.eu,simda,dga
5tve8kxpsr7plzhd.net,chinad,dga
zrjjgf.net,pykspa,dga
tqvybqhvpy.com,alureon,dga
mhmqnnemwh.in,mydoom,dga
rcgpojjd.com,dircrypt,dga
usgquicgeowqaawi.org,ramdo,dga
maraisere.de,manuelita,dga
hpotaimama.co,charbot,dga
atbmddilg.com,dircrypt,dga
o7qfaesyg7m3zlgify.ru,rovnix,dga
22d8a1a1dfa06.blackfriday,monerominer,dga
okwmwf887e9q653o.cn,chinad,dga
dxpah.com.gl,conficker,dga
cdffbofddclblcda.cc,padcrypt,dga
vonokam.info,simda,dga
jcfuzqsqlm.com,dnschanger,dga
beikakok.ru,pushdo,dga
egwfscgwwkfq.com,tinba,dga
incjhdec,deception,dga
iwkkqjfu.net,vidro,dga
habetpecuucelum.com,gozi,dga
ydskogmnivjqmkhqf.pw,ranbyus,dga
cqcesugi0y8y.top,qadars,dga
jezujer.info,simda,dga
uzbaaasap.com,pitou,dga
meafoamkelbcncno.co,padcrypt,dga
predicatiodesperationis.com,gozi,dga
etggcppqklo2le.net,shiotob,dga
kevobyd.info,simda,dga
aou864q82gqg.net,qadars,dga
ovrdrwcjvlkpp.nl,locky,dga
clixdrzeags.net,vidro,dga
offerhome.net,suppobox,dga
4b7t4mlkes3qak8uh5.net,rovnix,dga
ivochievade.xyz,manuelita,dga
3hctqdurwvatqxqfsfw.ddns.net,corebot,dga
q0mgqoi46si8.top,qadars,dga
tnyhjofc.net,tempedreve,dga
dgnotrkabf.com,alureon,dga
todocwetd.com,vawtrak,dga
1s5ysyw127d4rpl2ifpb1y96kw8.com,zeus-newgoz,dga
numberbehavebringplanrepair.com,matsnu,dga
vdeyngxjmxgiwrsa.com,sphinx,dga
hantlyqcafz.com,manuelita,dga
qxaedyjpnrxfpsspc.com,ramnit,dga
appjmfghyehxjhexblvp.com,zloader,dga
ujcqmt.com,qsnatch,dga
d9dw6xeepy29cqu6.biz,chinad,dga
depverfrb.cc,oderoor,dga
aefbddlbnedkfamc.co.uk,padcrypt,dga
glasslisten.net,suppobox,dga
iqemsswoucowiqqq.org,ramdo,dga
qdyraobapd.com,fobber,dga
treeaddstaffcatchnervepick.com,matsnu,dga
ieditehe.me,charbot,dga
chancebearchargetowervacation.com,matsnu,dga
uzrpbxyj.net,tempedreve,dga
bctpxuru.dj,conficker,dga
bblgzcsjuq.com,fobber,dga
chhurbgtovjbcvtwutmr.com,zloader,dga
rydico,deception,dga
121d7dof3f787tw0uvoh7r7.ddns.net,corebot,dga
zuneuxguei.com,alureon,dga
rhogrpxnte.net,vidro,dga
5bac62187ce46b21e11c8ed081fa39a0.info,bamital,dga
forxszxvszxljvcyrsqgwama.info,gameover,dga
rafspijepwfkwna.com,dircrypt,dga
cgvkfcsgta.com,alureon,dga
rskb5bsfhm2fk5h.net,shiotob,dga
l18o51ircvjvk57pxbsa17cte51hqh34mve11mu.net,murofetweekly,dga
ehuxkphpmyenhwxax.tw,ranbyus,dga
mzexmjiwmtia.org,sisron,dga
gyhwkemhqmvcajzkzbigehqprhqlj.biz,murofet,dga
venice-laser.sg,nymaim,dga
sy6bgc2d111b8xj1by.ru,rovnix,dga
enjvatxpymxbcddidbmc.com,zloader,dga
l7f04f15fcff0448cb93f18bed78f68100.cn,dyre,dga
efupolwv.com,tempedreve,dga
opmqjvirlmdhcfoevhqk.com,zloader,dga
wnbnbngmuqp.in,locky,dga
utudhiohuchu.ddns.net,symmi,dga
veoopaqay.org,pitou,dga
wkblxaoveouk.com,vidro,dga
ydsxmdgb.org,tempedreve,dga
c4a35f2039c31d4844db56d27a8d25c5.co.cc,bamital,dga
8aj6d7zf3vxh9oor.org,chinad,dga
sideexperiencedsurroundcrash.com,matsnu,dga
sfexofoh.com,tempedreve,dga
olcommismagnum.com,gozi,dga
4ridsn88b8rp363l3f.biz,rovnix,dga
noxknoxhcd.com,alureon,dga
enuwbtqdnbu.de,locky,dga
vrikphluau.com,alureon,dga
twcxcukuuldvahf.co.uk,cryptolocker,dga
clixdrzeags.com,vidro,dga
kgizhtcnkw.com,dnschanger,dga
listnamesailcupreasonhelp.com,matsnu,dga
imeevstuvelo.pw,tinba,dga
tqdwjcn.com,pykspa,dga
xqhpwditffz.dynserv.com,kraken,dga
zrgtga.com,virut,dga
incauakah.mobi,pitou,dga
n4zckd12ldu399.com,shiotob,dga
xxpzmoi61d1kwjk4.cn,chinad,dga
khviebhnpmepr.com,ramnit,dga
xgfpwrhkffhgnxjxtm.com,bedep,dga
xoseolat.ru,pushdo,dga
8afcc1f2ec133836b257c4e59d399c01.info,bamital,dga
vapoaq.com,virut,dga
luttherconcedunt.com,gozi,dga
webwhighoke.com,manuelita,dga
ddb771f6abc3d6ce418c42db3551a588.com,tinynuke,dga
indmisterfairopan.com,manuelita,dga
rf03bf27ef728d5a724ef8b50b13106004.ws,dyre,dga
qjahxwc.cc,kraken,dga
te3chaf8dezg.org,qadars,dga
o6w8ity8opoba0qps050o03.ddns.net,corebot,dga
d5bee178b0dcfeb2f484d814736c4df6.com,tinynuke,dga
whalekept.eu,nymaim,dga
l9c9628467a5f3b197e32ce2fe8a883937.so,dyre,dga
cauiwahal.me,pitou,dga
tncjmrrboxohtffrr.tw,ranbyus,dga
igmgq068q46s.top,qadars,dga
cixouedqijpm.com,tinba,dga
sanwmwhqpa.biz,mydoom,dga
623bf20d36fd8.feedback,monerominer,dga
redimereabsolutionemet.com,gozi,dga
doctororderly.net,suppobox,dga
apmtinbxlqdbszbcivmhkuzm.biz,qakbot,dga
etg4ct1h1hu4aruno27.ddns.net,corebot,dga
iniemcmzk.com,dircrypt,dga
strucverusredimitpapales.com,gozi,dga
vintage-host.com,manuelita,dga
journeyminute.net,suppobox,dga
fcfemenddfabokbn.de,padcrypt,dga
nosremischaritatis.com,gozi,dga
rkoukeco,deception,dga
puktkre21h54i25i55j16k57jqb58k37jyjtltju.ru,murofetweekly,dga
k0lbcyl.ga,qsnatch,dga
xtoqcovsdufauukbamlpn.org,gameover,dga
rutslgfpisbg.com,tinba,dga
rneawraprjtoncjsq.pw,ranbyus,dga
mjcxmjiwmtia.org,sisron,dga
ovizoppfuhqorvpfjzfqroo.info,gameover,dga
cumpoweredshop.sbs,manuelita,dga
452a3fb9ab4f4984a3090c9f4ca04196.com,tinynuke,dga
eowvuuqs.mn,necurs,dga
bpnjqvispebyd.com,dircrypt,dga
rlwivrioqoqlixdx.eu,emotet,dga
idjahnyv.com.hn,conficker,dga
jumpsure.net,suppobox,dga
nqzbjkoozk.com,dnschanger,dga
cfeqjo.mooo.com,kraken,dga
ruro8xeseqqn7aj6.ru,chinad,dga
odrfhu.com,virut,dga
dcdfdabfkacdefad.cc,padcrypt,dga
5qvnkia5c25.net,shiotob,dga
kqzcil.com,virut,dga
orbnatzbvroomxvyni.com,bedep,dga
8j2cy4dttasqa3qw.biz,chinad,dga
ylrukzxmrgbeylirsoxrtlr.ru,murofet,dga
visitfine.net,suppobox,dga
axwawaafri.ddns.net,symmi,dga
errshrwmrs.ws,mydoom,dga
winxrsensinaix.com,banjori,dga
hapezyz.info,simda,dga
aookwrnsjj.com,dnschanger,dga
kjnwohg.co,proslikefan,dga
epxgwmltrjk.pw,locky,dga
kyg33msc19ivpvg63m49c39kre51hvkxnqe21m19.net,murofetweekly,dga
mwofjwjeyslgdaota.nl,locky,dga
s905c12bcbbb269eb5bd4165183c1f24a7.tk,dyre,dga
rqehyucj.co,proslikefan,dga
gnlyv.tn,conficker,dga
egmbshqhpm.com,fobber,dga
nhhrerwhss.us,mydoom,dga
xslp.com.ai,conficker,dga
9e82f1aa0d77e.feedback,monerominer,dga
canolibmumarbonidicsuum.com,gozi,dga
tunakaq.info,simda,dga
kmfdyscq.rocks,qsnatch,dga
khtlff.mooo.com,kraken,dga
uzbaaasak.com,pitou,dga
lpgsjinflwwqmlvkw.tw,ranbyus,dga
uvfrlpvnx.cc,kraken,dga
laqctzltew.tv,kraken,dga
ax7ju4k4gjwdulmrq4w.ddns.net,corebot,dga
mafjuphu.ru,pushdo,dga
aaibaksiinjuyyhbaldr.com,zloader,dga
cawefdir.com,vawtrak,dga
oazumy.com,virut,dga
6v01dq45l7cqerjf.org,chinad,dga
ocleveimqua.ddns.net,symmi,dga
ofqwvtzsc.tv,kraken,dga
dgnwndnulcvsdbcom.in,ranbyus,dga
gabwggfqbex.com,pykspa,dga
fqnbgolgcnnrfxgv.com,sphinx,dga
meojytusps.com,alureon,dga
8u0mkis6gesa.org,qadars,dga
iul68a37n30gwh54gxa17j36gzbtc29jvdsava47.ru,murofetweekly,dga
csixhvdhcj.com,dnschanger,dga
bcwopfctcvkjiuaf.com,sphinx,dga
tusacgumluc.com,vawtrak,dga
mkktpaejmodedhcuk.com,dircrypt,dga
solaris-exceptions.sg,nymaim,dga
qkdchxxxzn.com,alureon,dga
viyuoa.com,virut,dga
mfutsbrqcldytbdkhejw.com,zloader,dga
pxiemiaksqejait.uk,locky,dga
ijpujntwhjmddkdiwxpq.com,zloader,dga
imelooaminwa,deception,dga
putpgw.co,proslikefan,dga
irgysfieoommwcnhbi.info,qakbot,dga
conffacitgratiepapales.com,gozi,dga
pepo9t1.me,charbot,dga
ccbe72b2061b9a0a96e10c98542de65e.com,tinynuke,dga
veoopaqag.org,pitou,dga
oxda13oess.com,shiotob,dga
hzeydr.eu,proslikefan,dga
dpcbiflswejkcfllx.com,bedep,dga
dlcfemldkmfdcdbc.website,padcrypt,dga
loretnpallur,deception,dga
xoyiliooitwbljdk.com,sphinx,dga
kzpyxmjamorovqwincavcuwzcm.ru,gameover,dga
jeozp5vuzw.mx,qsnatch,dga
skgqucquggoocymo.org,ramdo,dga
ljytip.co,proslikefan,dga
mzaxmjiwmtia.info,sisron,dga
cstumcwwst.com,alureon,dga
4iiuikpp1xngb1dni91tri9c0.net,zeus-newgoz,dga
lprshrs.tv,kraken,dga
guifossiotpai.ddns.net,symmi,dga
a856a4f2f98c6b596aaf3c7f2c7fce04.cz.cc,bamital,dga
hyrotmfyac.it,locky,dga
vkzxldaknhkffuibmruphikreusg.net,murofet,dga
mulnrsensinaix.com,banjori,dga
yxdeyvwwcgjgvclhwdoo.com,zloader,dga
c4289ecd08ae8683cd6af1ea202f010a.com,tinynuke,dga
32gnyngfylol76wn3ho.ddns.net,corebot,dga
guzzfsbnhn.com,dnschanger,dga
alirwif.com,vawtrak,dga
aaekosriri.com,fobber,dga
secretscopying.com,nymaim,dga
bngafrxrou.com,alureon,dga
a57lqlvitduf62h54lxj66exizp52e51atgxbq.info,murofetweekly,dga
hnlrft.eu,proslikefan,dga
indina.com,manuelita,dga
ogqkyoqegiakmkks.org,ramdo,dga
h24huiwivl58fymtiwdrbye11k47dsoxeyns.net,murofetweekly,dga
nevipor,deception,dga
sxs26o16n2m8zrkb9qw1kpgfdj.org,zeus-newgoz,dga
maybellinerichardson.net,suppobox,dga
mistakepagejurywalkexperience.com,matsnu,dga
iwn40mvoxh54n30b58pxdsc49fqkua37htnvcs.biz,murofet,dga
uexjhoijyogojjxbcjcv.com,zloader,dga
ca82adc6a3a8906cd756e4975b04c537.org,bamital,dga
wpnsnpamhs.in,mydoom,dga
bblvvsuaejpcyuvqcbna.com,zloader,dga
agnocelditu.com,vawtrak,dga
320446edfa5ac638cf3d5ea5de376adf.com,tinynuke,dga
fmolcmafcmadndff.com,padcrypt,dga
x5febdacbf8d9c8f88e67531665513c259.ws,dyre,dga
mjcxmjiwmtia.org,sisron,dga
mfcdcebmcbddacmc.online,padcrypt,dga
qirivuxd.ru,pushdo,dga
pxidwooxkjwf.com,tinba,dga
oy860ukyg6ou.top,qadars,dga
rsuuojbuwbasgdcqeqonkzobmjsk.biz,gameover,dga
cbjpxananjeeswivsy.com,ramnit,dga
rgvlumiy8t4ldt0x.org,chinad,dga
cuusrsensinaix.com,banjori,dga
intentionlecturewisesound.com,matsnu,dga
jononiru.ru,pushdo,dga
ufkkbelotlxo.net,tinba,dga
ffdgnpxtva.com,alureon,dga
eviwgj.com,virut,dga
ylgrgle.com,tempedreve,dga
thewmy.com,virut,dga
qhpneawpqh.info,mydoom,dga
bottleholdpeakconcerntower.com,matsnu,dga
yauusoskycmaemuw.org,ramdo,dga
tkbzzu.com,virut,dga
ulifmxduic.com,alureon,dga
f1cc3b16f20e379136ddf5acf9fbe035.com,tinynuke,dga
danjmbhuciytojuodadqhrgswyhkv.info,gameover,dga
qbucrsfjpavxfyt.ki,necurs,dga
omezojk,deception,dga
npsyfa.com,virut,dga
jjqabocgsb.com,dnschanger,dga
domitemesset.com,gozi,dga
cumoqlux.ru,pushdo,dga
xbhgkpnkgakxketk.com,sphinx,dga
m0momk2o2s60.org,qadars,dga
lvygtypwyn.com,fobber,dga
53w8lyusorptirqfxl.ru,rovnix,dga
rncvjyuf.com,qakbot,dga
geidsvxfcn.info,tempedreve,dga
tq3due1ga3dj1ll.net,shiotob,dga
le6a908a99f48319525e628ce893aec3e0.cn,dyre,dga
twbagglvhmvhcegda.cc,ranbyus,dga
kyyqqcicieeaeiac.org,ramdo,dga
nenltainhtas,deception,dga
wuilqaevx.ddns.net,symmi,dga
sukulkuiwcymao.biz,pykspa,dga
nllcegyveeeuniavgiqb.com,zloader,dga
urbgbcjlmvxebokrejcd.com,zloader,dga
q0wl38ctipebkt7.ddns.net,corebot,dga
kkdvrsensinaix.com,banjori,dga
siriteb.info,simda,dga
coythq.com,virut,dga
stylerequireoccasionbagpen.com,matsnu,dga
ubofwjepayaqalxixg.com,ramnit,dga
rqucswhnjyfmybbcuvaix.ki,necurs,dga
vrosgwxujqdgwutmrjku.com,zloader,dga
s0stm0qfobubqbs.ddns.net,corebot,dga
aehnzqamf.com,vidro,dga
inexjqt.cc,necurs,dga
aendbofckfkaffdn.com,padcrypt,dga
qzfmrbrsoc.com,dnschanger,dga
dnqovkhmau.com,fobber,dga
ziikz2c5b.tk,qsnatch,dga
aocfxzpfqc.com,alureon,dga
yuomnskbuxrchonylobusqsjz.com,murofet,dga
izfmfgwhy.net,tempedreve,dga
traumaearthquake.mo,nymaim,dga
izc39f42csdybyazfuj56p22psm49cym59oqg53.info,murofet,dga
relationinbox.su,nymaim,dga
quitxtopusquipapa.com,gozi,dga
feabilxu.ru,pushdo,dga
nypyog.com,virut,dga
